id,title,desc,authors,categories,averageRating,maturityRating,publishedDate,pageCount
06KcEAAAQBAJ,Ma thổi đèn II,"Đôi điều về tác phẩm Ma Thổi Đèn: Từ ngàn năm trước, ở đất nước Trung Hoa đã có nghề trộm mộ, còn gọi là Mô kim hiệu uý. Dám hành nghề đào mộ quật mả, can trường là chuyện nhỏ, còn phải là tay sâu dày về huyền học, phong thuỷ... cũng như các loại cạm bẫy. Hồ Bát Nhất, quân nhân giải ngũ có cuốn sách bửu bối của ông nội; Tuyền Béo, con nhà lính,súng bắn như chớp; Shirley Dương, nữ triệu phú Hoa kiều, cũng là cháu ngoại một tay trộm mộ lẫy lừng - chính là Mô kim hiệu uý đương thời. Ba người, ba động cơ đã cùng dấn bước vào sa mạc hung hiểm nhằm tìm toà thành cổ Tinh Tuyệt bí ẩn... Bản lĩnh có thừa, chỉ tiếc là, họ không biết được những lời nguyền đáng sợ nào đang đợi họ... Ma thổi đèn , cuốn kì thư về nghề trộm mộ, thật sự là một hiện tượng xuất bản ở Trung Quốc, được coi là Da Vinci Code và Tom Raider ở nước này, và đã mở ra cả ở nước này một trào lưu ganh đua xuất bản tiểu thuyết và sách về mồ mả huyền thuật ở đại lục suốt mấy năm gần đây .... Giới thiệu nội dung Nam Hải Quy Khư: Siêu phẩm kết hợp Mật mã Da Vinci và Tomb Raider - thống trị bảng xếp hạng sách Trung Quốc nhiều năm qua. Trong vũ trụ bao la này chuyện gì mà chẳng có Trước ngày sang Mỹ cùng Shirley Dương, trong lòng Hồ Bát Nhất không khỏi có nhiều lưu luyến. Đang lúc tìm cách thoái thác không giao bùa Mô Kim vào tay Shirley Dương để chứng tỏ quyết tâm rửa tay gác kiếm, anh lại tái ngộ với giáo sư Trần, người đồng hành năm xưa đã cùng bọn họ đến Thành cổ Tinh Tuyệt. Giáo sư Trần khẩn khoản muốn họ tìm lại món bảo vật quốc gia Tần Vương Chiếu Cốt kính. Nể lời ông, các Mô Kim hiệu úy vốn bao phen chết hụt nơi rừng xanh núi đỏ lại bước vào cuộc phiêu lưu mới, lần đầu tiên dấn thân ra biển lớn. Trên con tàu liễu biển bí hiểm, họ đến vùng biển San Hô, là nơi theo truyền thuyết dường như có chốn vực sâu Quy Khư - “nước từ tám phương trời, chín vùng đất, và nước sông Ngân Hà cùng đổ vào, thế mà nước ở đấy chẳng tăng chẳng giảm.” Họ đương đầu với sóng nước dữ dội đảo lộn đất trời, với bầy cá mập khát máu, với cả những sinh vật quái dị tưởng chừng đã tuyệt diệt trên thế gian. Họ rơi xuống vùng tàn tích của một đất nước huyền bí cổ xưa chỉ còn lưu danh trong truyền thuyết, đối mặt với những khoảnh khắc mà cơ may trở về từ cõi chết như đã vuột khỏi tầm tay...",Thiên Hạ Bá Xướng,Fiction,,NOT_MATURE,,490
9sMkEAAAQBAJ,Học tập qua dự án,"Trong gần một thế kỷ qua, nhiều nhà giáo dục đã tiến hành nghiên cứu và ghi nhận về những lợi ích của việc học tập qua trải nghiệm, thực hành, và lấy người học làm trung tâm. Hầu như giáo viên nào cũng hiểu về sự hấp dẫn của việc học tập gắn liền với thực tế so với lớp học thuần lý thuyết. Nhà bác học Albert Einstein đã từng nói: “Ví dụ không phải là một cách khác để dạy học; Ví dụ là cách duy nhất để dạy học”. Dựa trên tinh thần học qua làm, cuốn sách này muốn đưa ra cách tiếp cận nhẹ nhàng đối với Học tập Dự án, sử dụng các dự án để làm những ví dụ đa dạng, đa chiều và gắn liền với thực tế nhất, qua đó giúp người học tự xây dựng nên kho tàng kiến thức và kỹ năng của chính bản thân mình. Cuốn sách này không phải là một cuốn kinh thánh, hay kim chỉ nam, mà chỉ là một gợi ý để giúp cho bản thân việc học trở nên thực tế hơn, hấp dẫn hơn, và người học trở nên chủ động hơn. “Chủ động” chính là phương tiện mà các tác giả kì vọng sẽ giúp các bạn học sinh khước từ lối học vẹt, đón nhận các kỹ năng học tập của thế kỉ 21, qua đó khám phá và phát triển thế mạnh riêng của bản thân, thay vì gò bó trong một khuôn khổ cứng nhắc. “Chủ động” cũng là phương tiện mà các tác giả kì vọng các nhà sư phạm sẽ cùng chung tay vun đắp để không chỉ học sinh học tập chủ động, mà chính các thầy cô cũng sẽ sống chủ động cùng quá trình học-hỏi của học trò, thay vì bị bó buộc bởi các mục tiêu giáo án. Học tập Dự án sẽ giới thiệu cho bạn các bước đơn giản nhất để hiểu và thực hành việc học tập chủ động. Cuốn sách cũng bao gồm các gợi ý nhỏ, và không nhỏ để việc hiểu và thực hành của các bạn được thuận lợi, và thú vị hơn. Các hướng dẫn của chúng tôi không phải một bộ công cụ cố định hay một chiếc hộp đóng kín mà là những gợi ý tham khảo, hoàn toàn có thể tuỳ biến và áp dụng từng phần, tuỳ theo đặc điểm của mỗi lớp học, trường học. Những biểu mẫu chỉ hoàn toàn mang tính chất tham khảo để quý thầy cô và các bạn học sinh có thể hình dung được cụ thể hơn về những công việc có thể triển khai. Các dự án được đưa vào phần ví dụ minh hoạ không hoàn toàn là những ví dụ toàn diện, xuất sắc nhất cho việc thực hiện một Dự án Học tập, mà chỉ đảm bảo minh hoạ rõ ràng nhất cho nội dung cụ thể trong từng chương. Qua những hướng dẫn tham khảo và những ví dụ cụ thể, cuốn sách hy vọng có thể giúp giáo viên triển hiểu và triển khai được Học tập Dự án, tăng tính ứng dụng cho từng bài học, giúp học sinh học tập dựa vào các vấn đề thực tế. Cuối cùng, những hướng dẫn trong sách này cũng chỉ là những hướng dẫn. Bạn không thể cứ ngồi đọc, thậm chí học thuộc sách dạy lái xe và tin rằng mình sẽ làm chủ được tay lái. Cuốn sách này là một gợi ý không tồi để giúp bạn biết và hiểu thêm về Học tập Dự án, còn việc vận dụng và làm chủ các kiến thức này đòi hỏi sự thực hành và trau dồi không ngừng nghỉ từ chính bản thân bạn. Trân trọng,","Anh-Duc Hoang, To Thuy Diem Quyen",Education,,MATURE,3/15/2019,168
Xzs7EAAAQBAJ,Cưỡi Bò - Đạp Gấu,"Chứng khoán là kênh đầu tư béo bở nơi các nhà giao dịch có thể tìm được cơ hội kiếm lời hiệu quả. Tuy nhiên nó sẽ có những rủi ro rất khôn lường mà nhiều người khó lòng tránh khỏi. Điều gì làm nên điểm khác biệt? Có bao giờ bạn, cũng như tôi, từng tự hỏi mình rằng điều gì đã tạo ra điểm khác biệt như thế trong đời sống của kẻ nọ người kia? Thứ tạo nên khác biệt không phải lúc nào cũng nhất thiết là cái thông minh trời sinh, tài năng thiên bẩm hay hành động cống hiến hết mình. Thứ tạo nên khác biệt cũng chẳng phải là việc người này muốn thành công, còn người kia thì không Song nó nằm ở cái hiểu biết của mỗi người và cách mỗi người vận dụng cái hiểu biết ấy. Mỗi người, mỗi bức tranh sống động cùng những thăng trầm trong quá trình tham gia đầu tư chứng khoán. Những bài học không có sự trùng lặp, mỗi người mỗi hoàn cảnh nhưng đi đến cuối cùng chờ đợi họ chính là sự thành công và giàu có. Nếu bạn chỉ có những ý nghĩ kiếm tiền thì tiền không tự nhiên chạy vào túi bạn được. Bạn cần hành động ngay lúc này, chăm chỉ và cầu tiến. Xác định đúng thị trường mục tiêu và bắt tay vào thực chiến.",LAM HUYNH,Business & Economics,,NOT_MATURE,8/4/2021,310
91RqDwAAQBAJ,"Ai Có Sẽ Được Cho Thêm: Ai Không Có Sẽ Bị Cất Luôn, Điều Mình Đang Có",,Dag Heward-Mills,,,NOT_MATURE,4/5/2018,
_Q0G09ehXhkC,Mỗi Đêm Một Câu Chuyện (tập 1),,,,,NOT_MATURE,8/15/2014,
dR0zdOWZlioC,Hò̂n Việt,,,Arts,,NOT_MATURE,2016,272
b4fgKNOQ0K0C,Người Cha Phi thường,,Trần Thái Hùng,,,NOT_MATURE,,
dhfuAwAAQBAJ,The Dead Ways II,"The Dead Ways - Hành trình chết chóc là một tiểu thuyết kinh dị, phiêu lưu nhiều tập của tác giả Bùi Hồng Dương dưới bút danh Max Lionhart. Tác phẩm từng được xuất bản bởi Alphabooks và NXB Thời Đại. Tác phẩm hiện được chuyển tải trên định dạng kỹ thuật số bởi chính tác giả. The Dead Ways kể về hành trình của những con người sống sót sau đại dịch Zombie lan rộng. Dưới góc nhìn thứ nhất, tác phẩm chuyển tải cảm xúc, hành động mỗi người khi sự sống và cái chết gần kề.",Max Lionhart,,,NOT_MATURE,7/1/2014,300
szhkAAAAMAAJ,Ngũ thiên tự,,,Chinese language,,NOT_MATURE,1997,420
3VRlgyvFbo0C,Đờn ca tài tử Nam Bộ,Cultural and artistic activities amateurishly in the Southern Vietnam.,Trường Kỳ Võ,Folk music,,NOT_MATURE,2013,530
vIFkAAAAMAAJ,Tổng tập văn học dân gian người Việt,,,"Folk literature, Vietnamese",,NOT_MATURE,2004,1002
pW8LAQAAMAAJ,Văn học Việt Nam thế kỷ XX,,,Vietnamese literature,,NOT_MATURE,2007,1226
1F9kAAAAMAAJ,Tỏ̂ng tập văn học các dân tộc thiẻ̂u só̂ Việt Nam,,,Montagnards (Vietnamese people),,NOT_MATURE,2002,1248
M0YiznOzlj8C,Sư Nguyệt Chiếu,,Huệ Hà (Thích.),Buddhism,,NOT_MATURE,2007,366
fixkAAAAMAAJ,Từ điển đối chiếu từ địa phương,,Như Ý Nguyễn,Vietnamese language,,NOT_MATURE,2001,608
XpJkAAAAMAAJ,Văn hóa dân gian mấy vấn đề phương pháp luận và nghiên cứu thể loại,,Xuân Diên Chu,"Folk literature, Vietnamese",,NOT_MATURE,1998,352
BGZkAAAAMAAJ,Từ điển từ & ngữ Việt Nam,,Lân Nguyễn,"Quotations, Vietnamese",,NOT_MATURE,2000,2122
ksPVEAAAQBAJ,Giải Chuyên Đề Học Tập Toán 11 (Kết Nối Tri Thức Với Cuộc Sống),"Với giải bài tập Chuyên đề học tập Toán 11 Kết nối tri thức hay nhất, chi tiết giúp học sinh lớp 11 dễ dàng làm bài tập Chuyên đề Toán 11 từ đó học tốt môn Toán 11. Giải Chuyên đề học tập Toán 11 Kết nối tri thức Chuyên đề 1: Phép biến hình trong mặt phẳng Bài 1: Phép biến hình Bài 2: Phép tịnh tiến Bài 3: Phép đối xứng trục Bài 4: Phép quay và phép đối xứng tâm Bài 5: Phép dời hình Bài 6: Phép vị tự Bài 7: Phép đồng dạng Bài tập cuối chuyên đề 1 Chuyên đề 2: Làm quen với một vài khái niệm của lí thuyết đồ thị Bài 8: Một vài khái niệm cơ bản Bài 9: Đường đi Euler và đường đi Hamilton Bài 10: Bài toán tìm đường tối ưu trong một vài trường hợp đơn giản Bài tập cuối chuyên đề 2 Chuyên đề 3: Một số yếu tố vẽ kĩ thuật Bài 11: Hình chiếu vuông góc và hình chiếu trục đo Bài 12: Bản vẽ kĩ thuật Bài tập cuối chuyên đề 3",LAM HUYNH,Education,,NOT_MATURE,9/8/2023,176
#NAME?,Bông súng đỏ,,Thanh Giang,"Short stories, Vietnamese",,NOT_MATURE,1986,320
KiFIAAAAMAAJ,Những bông hoa đẹp,,,Hanoi (Vietnam),,NOT_MATURE,2004,302
jotkAAAAMAAJ,Lá diêu bông,,Cầm Hoàng,Vietnamese poetry,,NOT_MATURE,1993,96
gAmCAAAAMAAJ,Một bông hoa đẹp trong rừng hoa nghệ thuật,Vietnamese circus performers Tâm Chính; includes biographical sketches.,Thế Kỷ Nguyễn,Women circus performers,,NOT_MATURE,2004,186
TmlRAQAAMAAJ,"Lịch sử Đ̉ang bộ Huyện Krông Bông trong cuộc kháng chiến chống Mỹ cứu nước, 1954-1975",,,Krông Bông (Vietnam : District),,NOT_MATURE,2001,182
T5fhEAAAQBAJ,Giải Bài Tập Sách Giáo Khoa Toán 10 - Cánh Diều (Tập 2),"Với Giải Bài Tập Sách Giáo Khoa Toán 10 - Cánh Diều (Tập 2) hay nhất, chi tiết đầy đủ Tập 2 chương trình sách mới sẽ giúp học sinh dễ dàng làm bài tập Toán 10. Mục Lục Giải Toán lớp 10 Tập 2 Chương 5: Đại số tổ hợp Bài 1: Quy tắc cộng. Quy tắc nhân. Sơ đồ hình cây Bài 2: Hoán vị. Chỉnh hợp Bài 3: Tổ hợp Bài 4: Nhị thức Newton Bài tập cuối chương 5 trang 20 Chương 6: Một số yếu tố thống kê và xác suất Bài 1: Số gần đúng. Sai số Bài 2: Các số đặc trưng đo xu thế trung tâm cho mẫu số liệu không ghép nhóm Bài 3: Các số liệu đặc trưng đo mức độ phân tán cho mẫu số liệu không ghép nhóm Bài 4: Xác suất của biến cố trong một số trò chơi đơn giản Bài 5: Xác suất của biến cố Bài tập cuối chương 6 trang 53, 54 Hoạt động thực hành và trải nghiệm Chủ đề 2: Xây dựng mô hình hàm số bậc nhất, bậc hai biểu diễn số liệu dạng bảng Chương 7: Phương pháp tọa độ trong mặt phẳng Bài 1: Tọa độ của vectơ Bài 2: Biểu thức tọa độ của các phép toán vectơ Bài 3: Phương trình đường thẳng Bài 4: Vị trí tương đối và góc giữa hai đường thẳng. Khoảng cách từ một điểm đến một đường thẳng Bài 5: Phương trình đường tròn Bài 6: Ba đường conic Bài tập cuối chương 7 trang 103, 104 Giải Toán Hình 10 Cánh diều Thực hành phần mềm Geogebra",LAM HUYNH,Education,,NOT_MATURE,11/8/2023,268
1i5kAAAAMAAJ,Đại Nam quấc âm tự vị,,Tịnh Paulus Của Huình,Vietnamese language,,NOT_MATURE,1895,1242
W4YZAAAAIAAJ,Bông hò̂ng nhung,,Viet Tran,"Vietnam War, 1961-1975",,NOT_MATURE,1978,388
lDGaDwAAQBAJ,Phương pháp và thủ thuật giải trắc nghiệm Đại Số và Giải Tích 11- Tập 1-2019,"Phiên bản sách in, đặt mua tại: https://goo.gl/FajWu1 hoặc vào Xuctu.com đặt biểu mẫu bên phải. Sau quãng thời gian nghiên cứu và phát triển các phương pháp và thủ thuật giải toán 11. Chúng tôi cho ra mắt bộ sách tham khảo: “Phương pháp và thủ thuật giải nhanh trắc nghiệm Toán 11” với rất nhiều kiến thức và cách tiếp cận mới về toán 11 hiện tại. Bộ sách được viết thực dụng cho việc học và thực hành toán trắc nghiệm. Bạn đọc sẽ có được những kiến thức Toán 11 áp dụng hoàn toàn cho việc học tập và giảng dạy của mình. Một điều không thể thiếu trong bộ sách này là sự kết hợp độc đáo của việc tự học và sự kết hợp với máy tính Casio 570VN Plus. Tuy nhiên, chúng tôi cũng trình bày song song cho bạn đọc hai Phương pháp để bạn đọc còn có thể áp dụng cách dạy ở trường chứ không quá thuần túy hay làm dụng máy tính. Không những vậy, những dạng toán mới lạ và áp dụng sử dụng máy, chúng tôi cũng trình bày rất chi tiết trong bộ sách này. Do đó, sách khá dày và chi tiết nhất có thể. Thông qua hàng chục Video bài giảng của tác giả và đã được kiểm chứng qua sự phản hồi tích cực từ phía cộng đồng. Chúng tôi gom những Phương pháp đó vào trong quyển sách này. Mục đích để giúp bạn đọc có được kiến thức tổng quát và sự thỏa mái khi đọc quyển sách của chúng tôi. Hơn thế nữa, tận dụng công nghệ QR, bạn đọc chỉ cần vào đường dẫn có trong nội dung đi kèm hoặc chỉ cần quét mã QR là có thể nghe bài giảng tương ứng của tác giả. Do đó, đây là quyển sách được hy vọng gom tất cả vào trong quyển sách này. Chi tiết về quyển sách này. Ngoài việc chia dạng rất cụ thể, mỗi mục chúng tôi đều chia thành các phần. Chẳng hạn: Phương pháp giải toán, Bài tập mẫu có hướng dẫn giải, Bài tập trắc nghiệm có sử dụng Casio 570VN Plus và Bài tập trắc nghiệm luyện tập có đáp án. Mỗi phần được bổ sung bài giảng(nếu có) bằng công nghệ QR. Việc sử dụng Casio 570VN Plus trong sách diễn ra vô cùng đơn giản, trực quan và dễ hiểu. Chúng tôi bố trí những phím bấm giống như cấu trúc của máy tính và tất cả các em đang sử dụng. Từng phím bấm, từng hình ảnh hiển thị của máy tính Casio 570VN Plus đều được chúng tôi thể hiện trong tài liệu rõ ràng. Bạn đọc chỉ việc bấm theo và so sánh màn hình hiển thị sẽ rõ. Tuy nhiên, bạn đọc cũng cần chú ý đến những cài đặt máy và nguyên tắc hoạt động của máy sẽ có được những các thực hiện rõ ràng. Vì trong mỗi bước giải, chúng tôi đã kiểm tra và lường được những khả năng xãy ra. Sách ra đời dựa trên tinh thần tự học của học sinh và tham khảo cho giáo viên. Do đó, bạn đọc cần đọc kỹ các bước giải và thực hiện đúng như những Phương pháp mà chúng tôi đã nêu. Với những bài tập ở trong bài tập mẫu bạn đọc có thể tham khảo cách giải của chúng tôi. Tuy nhiên với những bài luyện tập, tác giả khuyên bạn đọc tự làm. Sau đó kiểm tra kiết quả ở cuối mỗi phần. Mọi góp ý mong bạn đọc gửi về trực tiếp cho tác giả tại email: quoctuansp@gmail.com . Tác giả vô cùng cảm ơn những góp ý thiện chí để phát triển.",Nguyễn Quốc Tuấn,Antiques & Collectibles,5,NOT_MATURE,,558
zZRkAAAAMAAJ,Những lời bông trong chèo,Humorous excerpts from Hát chèo.,,Hát chèo,,NOT_MATURE,2002,384
5C9vAAAAMAAJ,"Sài gòn tầng cao, Sài gòn tầng thấp",,Thanh Phương Trần,Ho Chi Minh City (Vietnam),,NOT_MATURE,2000,198
NVIzEAAAQBAJ,Sài Gòn Vẫn Hát,"Sài Gòn Vẫn Hát là một cuộc hành trình chạy đua với thời gian và níu giữ những điều thầm lặng, vô danh. Quyển sách này được viết ra giữa lúc những mầm đổi thay đang chớm nở, như quyết định giải thể những hàng cây có niên đại gần như song hành với cái tên của thành phố này, hay việc toan dỡ bỏ tòa thương xá đã quá đỗi thân thuộc được gieo vần trong khúc thi ca– chú gà Gaulois đã im bặt tiếng gáy, cuộc hành trình như một ngọn lửa, bắt đầu nhen nhúm ngay trong lòng thị tứ. Trước những đổi thay theo nhịp sống hiện đại của thành phố, Sài Gòn Vẫn Hát là một bản hòa ca vẽ lên một lát cắt nhỏ, một mảnh ghép trọng yếu được thâu tóm trong hai từ: văn nghệ Sài gòn – Một kho báu vô giá được vun đắp từ cuộc sống, từ con người, từ văn hóa, từ tình yêu nghệ thuật. Như trong Sài Gòn Vẫn Hát đã viết “không nơi đâu giàu nhạc tính như ở Sài Gòn”, thế nhưng, hầu như quý văn sĩ chỉ tập trung phác họa mảng nhân sinh, đời sống mà lại ít nhắc tới mảng văn nghệ. Không quá tham vọng có thể viết hết hơn nửa thế kỷ thành hình và phát triển của văn nghệ Sài Gòn, Sài Gòn Vẫn Hát chỉ tuyển lựa một chiều kích và mỗi một cảnh trí là một câu chuyện đan xen nhiều cảm xúc khác nhau. Tưởng đâu từng đó bài bút kí là từng đó những câu chuyện rời rạc, nhưng khi hòa quyện bên nhau lại gây dựng nên một bản tổng phổ với sự hòa âm của những thanh âm dĩ vãng và hiện tại, của hoa lệ và trần trụi, từ trên cao của danh vọng đến những lang bạt tha nhân. Khi đến với Sài Gòn chắc hẳn chẳng thể quên được những cơn mưa xong rồi lại nắng, những làn gió mát thoang thoảng và mùi thơm của nắng làm cho ai đến nơi đây cũng phải xao xuyến, vấn vương như một người bạn chưa kịp tỏ tình. Sài Gòn là vậy, chẳng dành cho riêng ai, vì vậy mà hai tác giả Mạc Thụy và Ubee Hoàng đã viết cho một Sài Gòn với nhiều nhân vật mà trong đó ẩn hiện những hơi thở, tiếng hát, giọng cười và cuộc sống của con người nơi đây. Sài gòn xưa nay vẫn thế, vẫn bao dung để chứa trọn những đứa con từ phương xa tới. Và có lẽ, vì Sài Gòn là nơi hội tụ những người không cùng quê hương, cho nên người ta mới bảo Sài Gòn là vô tâm, là lạnh lẽo. Người ta đến Sài Gòn rồi đi như một cơn mưa mùa hạ, ồn ào lúc đến, nhưng lại lặng lẽ lúc đi. Nhưng với “Sài gòn Vẫn Hát” thì chưa bao giờ ngủ, và sau những đổi thay của cuộc sống khiến lòng người khi vui, lúc buồn, lúc tuyệt vọng, buông bỏ hay gì đi nữa thì sài gòn vẫn sẽ hát. Dẫu ồn ã, nồng khói bụi bặm thì Sài Gòn vẫn rất thơm, thơm trong tâm hồn và thơm theo cả ngụ ý của người yêu mảnh đất này. Trong lần xuất bản này, Sài Gòn Vẫn Hát được trình bày chỉn chu hơn từ nội dung tới diện mạo bên ngoài, những nét chấm phá mới và những điểm gợi mở đủ đầy hơn. Hi vọng rằng phiên bản mùa thu này của Sài Gòn Vẫn Hát sẽ không phụ lòng mong mỏi và yêu mến của quý độc giả.",Ubee Hoàng,Fiction,,NOT_MATURE,,216
sLyeEAAAQBAJ,Gia Định Là Nhớ Sài Gòn Là Thương,"“GIA ĐỊNH LÀ NHỚ, SÀI GÒN LÀ THƯƠNG” “Sài Gòn” và “Gia Định”, cả hai cái tên thân thương này đều đã không còn được sử dụng như tên chính thức của vùng đất mà ngày nay là Thành phố Hồ Chí Minh. Tuy vậy, mỗi tên gọi đều gợi lên những ký ức, hoài niệm khác nhau đối với mỗi người dân thành phố này. Gia Định là nhớ, Sài Gòn là thương được chia làm hai phần như một thước phim xuyên suốt với hai màu sắc khác nhau. Nếu phần “Gia Định là nhớ” như một thước phim trắng đen ghi lại khung cảnh sơ khai của vùng Gia Định lúc người Pháp vừa đặt chân đến; thì trái lại, phần “Sài Gòn là thương” lại như một thước phim màu miêu tả một Sài Gòn náo nhiệt, phồn hoa, đầy sức sống từ cuối thập niên 1950 đến ngày hôm nay. Trong phần 1, “Sài Gòn là thương”, khởi đầu từ đường Nguyễn Huệ - một trong những con đường lâu đời của Sài Gòn, tác giả, nhà báo Cù Mai Công dẫn dắt bạn đọc phát hiện nhiều điều mới mẻ về nguồn gốc của chợ Bến Thành, về nếp sinh hoạt người Sài Gòn xưa. Và bạn cũng sẽ được khám phá về “chợ Cũ” có tuổi đời hơn nửa thế kỷ. Đặc sắc nhất là mảng ẩm thực của cả ba nền văn hóa Việt, Hoa, Pháp như cà phê dĩa, thịt quay bánh mì, cơm thố… qua lời miêu tả hấp dẫn của tác giả sẽ khiến cho bạn… phát thèm. Trái ngược với không khí phố chợ náo nhiệt của đường Nguyễn Huệ là một không gian xanh mát, yên tĩnh của đường Phạm Ngọc Thạch, vốn là “khung trời đại học” nổi tiếng trong thi ca trước 1975. Với cách kể chuyện sinh động và tài tình của một nhà báo, tác giả tiếp tục dẫn bạn đi vào những câu chuyện cũ qua hồi ức của những cư dân lâu đời sống gần khu vực hồ Con Rùa, hoặc qua những kỷ niệm, tình yêu tuổi học trò của những cựu sinh viên trường Luật, Kiến trúc, Văn khoa… Sống đủ lâu tại thành phố này, ắt hẳn ai cũng sẽ ít nhiều thắc mắc: Tại sao Sài Gòn lại ngập nước mỗi khi trời mưa lớn? Tại sao Sài Gòn gắn liền với những con hẻm nhỏ ngoằn nghèo chẳng theo một trật tự quy hoạch nào? Tại sao vẫn còn nhiều căn nhà sàn trên các kinh rạch giữa một thành phố từng được mệnh danh là “hòn ngọc Viễn Đông”? Trong phần 2, “Gia Định là nhớ”, bạn sẽ hiểu được căn nguyên của nhiều vấn đề “thời sự” ngày nay của thành phố này. Cụ thể, loạt bài về quy hoạch Sài Gòn - Chợ Lớn - Gia Định sẽ cho bạn đọc hình dung được cái nhìn toàn cảnh theo dòng thời gian về hình dáng của Sài Gòn từ những ngày đầu cho đến nay: từ những trục đường cơ bản đầu tiên của công trình sư Trần Văn Học bao quanh thành Phiên An, rồi người Pháp loay hoay với nhiều đề án quy hoạch dẫn đến việc liên tục đào lấp các kinh rạch, cho đến tình trạng “tự quy hoạch” của người dân tại Sài Gòn sau năm 1965 khi cuộc chiến tranh leo thang… Không chỉ về quy hoạch đường xá, bạn đọc còn được biết thêm về kiến trúc đặc trưng của Sài Gòn trước 1975 qua các phân đoạn viết về những công trình tiêu biểu của văn phòng kiến trúc sư Nguyễn Văn Hoa, hoặc hồ Con Rùa với thiết kế độc đáo của kiến trúc sư Nguyễn Kỳ. Và những ai đã từng yêu mến Cù Mai Công qua những bài viết về Ông Tạ, Tân Bình (khu vực tác giả sinh ra và lớn lên) sẽ tiếp tục được thỏa mãn với loạt ba bài viết về Nhà thờ Chí Hòa, Rạch Nhiêu Lộc và Rừng cao su cuối cùng của Sài Gòn - Gia Định với lượng thông tin quý hiếm và chi tiết đến không ngờ. Không chỉ là nhân chứng sống một thời của Sài Gòn, tác giả còn là một nhà nghiên cứu “có hạng” khi có nhiều phát hiện bất ngờ, mới mẻ từ kho tư liệu cũ. Và trong suốt quyển sách “Gia Định là nhớ, Sài Gòn là thương”, bạn đọc hẳn sẽ nhận ra rằng dù là bài viết về “sân nhà” Ông Tạ hay về khu Sài Gòn, Chợ Lớn, Thủ Đức, hình như ta thấy không có nơi nào trong thành phố này mà chưa từng có bước chân của Cù Mai Công. Như nhà nghiên cứu Phạm Công Luận - người bạn thuở thiếu thời của tác giả - đã nhận xét, Cù Mai Công là “một người am hiểu thành phố, sống thường xuyên trên đường phố từ sáng sớm đến tối mịt, từ thời trai trẻ tới giờ…” hoặc như lời cảm nhận của nhà báo Phúc Tiến dành cho người bạn của mình: “Ôi, Công của tôi, một cây bút “sống” được, viết được nhiều kiếp người như thế, không nhiều lắm đâu…”.",Cù Mai Công,History,,NOT_MATURE,,224
